Year,Round,Abbreviation,Position,GridPosition,Target,log_grid_pos,driver_win_rate,driver_avg_pos,team_avg_pos,driver_recent_avg_pos,driver_wet_avg_pos,track_avg_pos,track_avg_sc_laps,track_rain_prob,grid_team_interaction,driver_hot_form,teammate_diff,pos_gain_avg,Event_encoded,CircuitType_encoded
2019,18,LEC,4,1,3,0.6931471805599453,0.11764705882352941,5.176470588235294,5.264705882352941,2.6,20.0,20.0,0.0,0.0,3.6492160388303003,3.6666666666666665,-0.08823529411764706,-1.1764705882352942,20,0
2019,18,ALB,5,5,0,1.791759469228055,0.0,9.764705882352942,6.5,5.2,20.0,20.0,0.0,0.0,11.646436549982358,5.0,-0.9117647058823529,0.4117647058823529,20,0
2019,18,VER,6,4,2,1.6094379124341003,0.11764705882352941,5.470588235294118,6.5,10.6,20.0,20.0,0.0,0.0,10.461346430821651,8.333333333333334,-1.0294117647058822,-0.23529411764705882,20,0
2019,18,PER,7,11,-4,2.4849066497880004,0.0,11.411764705882353,11.705882352941176,9.4,20.0,20.0,0.0,0.0,29.088024900459533,11.333333333333334,-0.29411764705882354,1.588235294117647,20,0
2019,18,RIC,8,13,-5,2.6390573296152584,0.0,13.176470588235293,12.529411764705882,14.0,20.0,20.0,0.0,0.0,33.065835953414705,17.333333333333332,0.6470588235294118,-2.411764705882353,20,0
2019,18,GAS,9,10,-1,2.3978952727983707,0.0,8.882352941176471,11.647058823529411,9.8,20.0,20.0,0.0,0.0,27.928427294945728,9.666666666666666,1.411764705882353,0.11764705882352941,20,0
2019,18,HUL,10,12,-2,2.5649493574615367,0.0,11.882352941176471,12.529411764705882,10.4,20.0,20.0,0.0,0.0,32.13730665525337,13.0,-0.6470588235294118,-1.6470588235294117,20,0
2019,18,KVY,11,9,2,2.302585092994046,0.0,12.176470588235293,11.647058823529411,12.6,20.0,20.0,0.0,0.0,26.818344024283594,12.333333333333334,0.5294117647058824,1.3529411764705883,20,0
2019,18,STR,12,16,-4,2.833213344056216,0.0,12.0,11.705882352941176,11.0,20.0,20.0,0.0,0.0,33.16526208630512,11.0,0.29411764705882354,3.411764705882353,20,0
2019,18,SAI,13,7,6,2.0794415416798357,0.0,10.411764705882353,10.941176470588236,12.4,20.0,20.0,0.0,0.0,22.751536867791145,7.666666666666667,-0.5294117647058824,-0.17647058823529413,20,0
2019,18,GIO,14,15,-1,2.772588722239781,0.0,14.235294117647058,12.911764705882353,13.2,20.0,20.0,0.0,0.0,35.79901320774306,13.0,1.3235294117647058,-0.6470588235294118,20,0
2019,18,MAG,15,17,-2,2.8903717578961645,0.0,13.588235294117647,14.323529411764707,14.2,20.0,20.0,0.0,0.0,41.40032488515977,13.666666666666666,-0.7352941176470589,-3.1176470588235294,20,0
2019,18,RUS,16,19,-3,2.995732273553991,0.0,15.882352941176471,16.323529411764707,16.4,20.0,20.0,0.0,0.0,48.900923877131326,17.666666666666668,-0.4411764705882353,0.5294117647058824,20,0
2019,18,GRO,17,18,-1,2.9444389791664403,0.0,15.058823529411764,14.323529411764707,14.6,20.0,20.0,0.0,0.0,42.17475831923696,14.666666666666666,0.7352941176470589,-4.0,20,0
2019,18,KUB,18,20,-2,3.044522437723423,0.0,16.764705882352942,16.323529411764707,16.6,20.0,20.0,0.0,0.0,49.69735155695588,16.333333333333332,0.4411764705882353,-1.588235294117647,20,0
2019,18,RAI,19,14,5,2.70805020110221,0.0,11.588235294117647,12.911764705882353,14.8,20.0,20.0,0.0,0.0,34.96570700834913,14.333333333333334,-1.3235294117647058,-1.8823529411764706,20,0
2019,18,NOR,20,8,12,2.1972245773362196,0.0,11.470588235294118,10.941176470588236,9.4,20.0,20.0,0.0,0.0,24.040221846149226,8.666666666666666,0.5294117647058824,-1.8235294117647058,20,0
2019,19,BOT,1,1,0,0.6931471805599453,0.16666666666666666,3.388888888888889,2.8055555555555554,2.6,20.0,20.0,0.0,0.0,1.9446629232376242,2.0,0.5833333333333334,-0.4444444444444444,35,0
2019,19,HAM,2,5,-3,1.791759469228055,0.5555555555555556,2.2222222222222223,2.8055555555555554,2.4,20.0,20.0,0.0,0.0,5.026880733112042,1.6666666666666667,-0.5833333333333334,0.0,35,0
2019,19,VER,3,3,0,1.3862943611198906,0.1111111111111111,5.5,6.444444444444445,7.8,20.0,20.0,0.0,0.0,8.933896993883739,9.333333333333334,-0.9444444444444444,-0.3333333333333333,35,0
2019,19,LEC,4,4,0,1.6094379124341003,0.1111111111111111,5.111111111111111,5.138888888888889,3.2,20.0,20.0,0.0,0.0,8.270722605564128,4.333333333333333,-0.027777777777777776,-1.2777777777777777,35,0
2019,19,ALB,5,6,-1,1.9459101490553132,0.0,9.5,6.444444444444445,5.2,20.0,20.0,0.0,0.0,12.540309849467574,4.666666666666667,-0.8888888888888888,0.3888888888888889,35,0
2019,19,RIC,6,9,-3,2.302585092994046,0.0,12.88888888888889,12.333333333333334,12.8,20.0,20.0,0.0,0.0,28.398549480259902,15.333333333333334,0.5555555555555556,-2.0,35,0
2019,19,NOR,7,8,-1,2.1972245773362196,0.0,11.944444444444445,11.25,11.2,20.0,20.0,0.0,0.0,24.71877649503247,13.0,0.6944444444444444,-2.388888888888889,35,0
2019,19,SAI,8,7,1,2.0794415416798357,0.0,10.555555555555555,11.25,11.2,20.0,20.0,0.0,0.0,23.393717343898153,8.0,-0.6944444444444444,-0.5,35,0
2019,19,HUL,9,11,-2,2.4849066497880004,0.0,11.777777777777779,12.333333333333334,10.8,20.0,20.0,0.0,0.0,30.647182014052007,13.333333333333334,-0.5555555555555556,-1.4444444444444444,35,0
2019,19,PER,10,0,10,0.0,0.0,11.166666666666666,11.583333333333334,9.6,20.0,20.0,0.0,0.0,0.0,7.333333333333333,-0.4166666666666667,1.7222222222222223,35,0
2019,19,RAI,11,17,-6,2.8903717578961645,0.0,12.0,13.11111111111111,15.4,20.0,20.0,0.0,0.0,37.89598527019415,14.666666666666666,-1.1111111111111112,-2.0555555555555554,35,0
2019,19,KVY,12,13,-1,2.6390573296152584,0.0,12.11111111111111,11.555555555555555,13.4,20.0,20.0,0.0,0.0,30.49577358666521,11.0,0.5555555555555556,1.1666666666666667,35,0
2019,19,STR,13,14,-1,2.70805020110221,0.0,12.0,11.583333333333334,11.4,20.0,20.0,0.0,0.0,31.36824816276727,10.666666666666666,0.4166666666666667,3.4444444444444446,35,0
2019,19,GIO,14,16,-2,2.833213344056216,0.0,14.222222222222221,13.11111111111111,12.4,20.0,20.0,0.0,0.0,37.14657495540372,14.333333333333334,1.1111111111111112,-0.5555555555555556,35,0
2019,19,GRO,15,15,0,2.772588722239781,0.0,15.166666666666666,14.416666666666666,15.4,20.0,20.0,0.0,0.0,39.97148741229017,16.666666666666668,0.75,-3.7222222222222223,35,0
2019,19,GAS,16,10,6,2.3978952727983707,0.0,8.88888888888889,11.555555555555555,9.8,20.0,20.0,0.0,0.0,27.709012041225616,10.0,1.2777777777777777,0.16666666666666666,35,0
2019,19,RUS,17,18,-1,2.9444389791664403,0.0,15.88888888888889,16.36111111111111,16.6,20.0,20.0,0.0,0.0,48.1742932980287,16.333333333333332,-0.4722222222222222,0.6666666666666666,35,0
2019,19,MAG,18,12,6,2.5649493574615367,0.0,13.666666666666666,14.416666666666666,14.8,20.0,20.0,0.0,0.0,36.97801990340382,13.0,-0.75,-2.8333333333333335,35,0
2019,19,KUB,19,19,0,2.995732273553991,0.0,16.833333333333332,16.36111111111111,16.8,20.0,20.0,0.0,0.0,49.01350858675835,17.0,0.4722222222222222,-1.3888888888888888,35,0
2019,19,VET,20,2,18,1.0986122886681098,0.05555555555555555,5.166666666666667,5.138888888888889,7.2,20.0,20.0,0.0,0.0,5.645646483433342,7.333333333333333,0.027777777777777776,-0.6666666666666666,35,0
2019,20,VER,1,1,0,0.6931471805599453,0.10526315789473684,5.368421052631579,6.315789473684211,6.8,20.0,20.0,0.0,0.0,4.377771666694391,9.0,-0.9473684210526315,-0.3157894736842105,7,0
2019,20,GAS,2,6,-4,1.9459101490553132,0.0,9.263157894736842,11.68421052631579,10.8,20.0,20.0,0.0,0.0,22.736423846856816,10.666666666666666,1.3157894736842106,-0.15789473684210525,7,0
2019,20,SAI,3,20,-17,3.044522437723423,0.0,10.421052631578947,11.052631578947368,8.8,20.0,20.0,0.0,0.0,33.649984837995724,8.666666666666666,-0.631578947368421,-0.5263157894736842,7,0
2019,20,RAI,4,8,-4,2.1972245773362196,0.0,11.947368421052632,13.078947368421053,14.6,20.0,20.0,0.0,0.0,28.73738460358161,14.0,-1.131578947368421,-1.631578947368421,7,0
2019,20,GIO,5,12,-7,2.5649493574615367,0.0,14.210526315789474,13.078947368421053,13.4,20.0,20.0,0.0,0.0,33.546837648904834,14.0,1.131578947368421,-0.42105263157894735,7,0
2019,20,RIC,6,11,-5,2.4849066497880004,0.0,12.526315789473685,12.078947368421053,13.2,20.0,20.0,0.0,0.0,30.015056638228742,11.0,0.4473684210526316,-1.736842105263158,7,0
2019,20,HAM,7,3,4,1.3862943611198906,0.5263157894736842,2.210526315789474,2.736842105263158,2.2,20.0,20.0,0.0,0.0,3.794068777801806,2.0,-0.5263157894736842,0.15789473684210525,7,0
2019,20,NOR,8,10,-2,2.3978952727983707,0.0,11.68421052631579,11.052631578947368,10.6,20.0,20.0,0.0,0.0,26.503053015139887,12.666666666666666,0.631578947368421,-2.210526315789474,7,0
2019,20,PER,9,15,-6,2.772588722239781,0.0,11.105263157894736,11.578947368421053,10.2,20.0,20.0,0.0,0.0,32.1036588890922,8.333333333333334,-0.47368421052631576,1.105263157894737,7,0
2019,20,KVY,10,16,-6,2.833213344056216,0.0,12.105263157894736,11.68421052631579,12.0,20.0,20.0,0.0,0.0,33.10386117792,11.0,0.42105263157894735,1.1578947368421053,7,0
2019,20,MAG,11,9,2,2.302585092994046,0.0,13.894736842105264,14.526315789473685,14.8,20.0,20.0,0.0,0.0,33.44807819296614,16.0,-0.631578947368421,-3.0,7,0
2019,20,RUS,12,18,-6,2.9444389791664403,0.0,15.947368421052632,16.44736842105263,17.2,20.0,20.0,0.0,0.0,48.428272683658555,16.333333333333332,-0.5,0.6842105263157895,7,0
2019,20,GRO,13,7,6,2.0794415416798357,0.0,15.157894736842104,14.526315789473685,15.2,20.0,20.0,0.0,0.0,30.2066245001913,15.0,0.631578947368421,-3.526315789473684,7,0
2019,20,ALB,14,5,9,1.791759469228055,0.0,9.263157894736842,6.315789473684211,5.0,20.0,20.0,0.0,0.0,11.316375595124558,4.666666666666667,-0.7894736842105263,0.42105263157894735,7,0
2019,20,HUL,15,13,2,2.6390573296152584,0.0,11.631578947368421,12.078947368421053,11.6,20.0,20.0,0.0,0.0,31.87703458666852,13.0,-0.4473684210526316,-1.263157894736842,7,0
2019,20,KUB,16,19,-3,2.995732273553991,0.0,16.94736842105263,16.44736842105263,17.2,20.0,20.0,0.0,0.0,49.27191239398011,18.0,0.5,-1.3157894736842106,7,0
2019,20,VET,17,2,15,1.0986122886681098,0.05263157894736842,5.947368421052632,5.5,8.6,20.0,20.0,0.0,0.0,6.042367587674604,8.0,0.4473684210526316,-1.5789473684210527,7,0
2019,20,LEC,18,14,4,2.70805020110221,0.10526315789473684,5.052631578947368,5.5,3.8,20.0,20.0,0.0,0.0,14.894276106062156,4.666666666666667,-0.4473684210526316,-1.2105263157894737,7,0
2019,20,STR,19,17,2,2.8903717578961645,0.0,12.052631578947368,11.578947368421053,11.6,20.0,20.0,0.0,0.0,33.467462459850324,11.333333333333334,0.47368421052631576,3.3157894736842106,7,0
2019,20,BOT,20,4,16,1.6094379124341003,0.21052631578947367,3.263157894736842,2.736842105263158,2.4,20.0,20.0,0.0,0.0,4.404777444556485,1.6666666666666667,0.5263157894736842,-0.42105263157894735,7,0
2019,21,HAM,1,1,0,0.6931471805599453,0.5,2.45,3.275,2.8,20.0,20.0,0.0,0.0,2.270057016333821,3.3333333333333335,-0.825,-0.05,1,0
2019,21,VER,2,2,0,1.0986122886681098,0.15,5.15,6.375,6.4,20.0,20.0,0.0,0.0,7.0036533402592,3.3333333333333335,-1.225,-0.3,1,0
2019,21,LEC,3,3,0,1.3862943611198906,0.1,5.7,6.1,7.0,20.0,20.0,0.0,0.0,8.456395602831332,8.666666666666666,-0.4,-1.35,1,0
2019,21,BOT,4,20,-16,3.044522437723423,0.2,4.1,3.275,5.4,20.0,20.0,0.0,0.0,9.97081098354421,8.0,0.825,-1.2,1,0
2019,21,VET,5,4,1,1.6094379124341003,0.05,6.5,6.1,11.8,20.0,20.0,0.0,0.0,9.817571265848011,13.0,0.4,-2.25,1,0
2019,21,ALB,6,5,1,1.791759469228055,0.0,9.5,6.375,6.6,20.0,20.0,0.0,0.0,11.422466616328851,8.0,-0.425,-0.05,1,0
2019,21,PER,7,10,-3,2.3978952727983707,0.0,11.0,11.7,8.2,20.0,20.0,0.0,0.0,28.055374691740933,8.666666666666666,-0.7,1.35,1,0
2019,21,NOR,8,6,2,1.9459101490553132,0.0,11.5,10.775,10.8,20.0,20.0,0.0,0.0,20.967181856071,11.666666666666666,0.725,-2.0,1,0
2019,21,KVY,9,13,-4,2.6390573296152584,0.0,12.0,11.4,11.0,20.0,20.0,0.0,0.0,30.085253557613946,11.0,0.6,1.4,1,0
2019,21,SAI,10,8,2,2.1972245773362196,0.0,10.05,10.775,7.0,20.0,20.0,0.0,0.0,23.675094820797767,8.0,-0.725,0.35,1,0
2019,21,RIC,11,7,4,2.0794415416798357,0.0,12.2,12.0,11.6,20.0,20.0,0.0,0.0,24.953298500158027,6.666666666666667,0.2,-1.4,1,0
2019,21,HUL,12,9,3,2.302585092994046,0.0,11.8,12.0,12.8,20.0,20.0,0.0,0.0,27.63102111592855,11.333333333333334,-0.2,-1.3,1,0
2019,21,RAI,13,17,-4,2.8903717578961645,0.0,11.55,12.65,11.8,20.0,20.0,0.0,0.0,36.56320273738648,11.333333333333334,-1.1,-1.35,1,0
2019,21,MAG,14,14,0,2.70805020110221,0.0,13.75,14.4,13.6,20.0,20.0,0.0,0.0,38.99592289587183,14.666666666666666,-0.65,-2.95,1,0
2019,21,GRO,15,15,0,2.772588722239781,0.0,15.05,14.4,15.6,20.0,20.0,0.0,0.0,39.92527760025285,15.0,0.65,-3.65,1,0
2019,21,GIO,16,16,0,2.833213344056216,0.0,13.75,12.65,12.4,20.0,20.0,0.0,0.0,35.840148802311134,11.0,1.1,-0.05,1,0
2019,21,RUS,17,18,-1,2.9444389791664403,0.0,15.75,16.325,15.6,20.0,20.0,0.0,0.0,48.067966334892134,15.0,-0.575,0.95,1,0
2019,21,GAS,18,11,7,2.4849066497880004,0.0,8.9,11.4,9.6,20.0,20.0,0.0,0.0,28.327935807583206,9.0,1.05,0.05,1,0
2019,21,KUB,19,19,0,2.995732273553991,0.0,16.9,16.325,17.2,20.0,20.0,0.0,0.0,48.9053293657689,17.666666666666668,0.575,-1.1,1,0
2019,21,STR,20,12,8,2.5649493574615367,0.0,12.4,11.7,12.8,20.0,20.0,0.0,0.0,30.00990748229998,14.666666666666666,0.7,3.05,1,0
2020,1,BOT,1,1,0,0.6931471805599453,0.19047619047619047,4.095238095238095,3.238095238095238,5.8,20.0,3.0,0.0,0.0,2.244476584670299,8.333333333333334,0.8571428571428571,-0.38095238095238093,3,0
2020,1,LEC,2,7,-5,2.0794415416798357,0.09523809523809523,5.571428571428571,6.0,7.0,20.0,2.0,0.0,0.0,12.476649250079014,8.333333333333334,-0.42857142857142855,-1.2857142857142858,3,0
2020,1,NOR,3,3,0,1.3862943611198906,0.0,11.333333333333334,10.69047619047619,10.8,20.0,6.0,0.0,0.0,14.820146860543591,7.666666666666667,0.6428571428571429,-2.0,3,0
2020,1,HAM,4,5,-1,1.791759469228055,0.5238095238095238,2.380952380952381,3.238095238095238,2.8,20.0,5.0,0.0,0.0,5.801887805119416,3.3333333333333335,-0.8571428571428571,-0.047619047619047616,3,0
2020,1,SAI,5,8,-3,2.1972245773362196,0.0,10.047619047619047,10.69047619047619,7.8,20.0,8.0,0.0,0.0,23.489377029141966,7.0,-0.6428571428571429,0.23809523809523808,3,0
2020,1,PER,6,6,0,1.9459101490553132,0.0,10.80952380952381,11.785714285714286,8.2,20.0,11.0,0.0,0.0,22.93394104243762,8.666666666666666,-0.9761904761904762,1.4285714285714286,3,0
2020,1,GAS,7,12,-5,2.5649493574615367,0.0,9.333333333333334,20.0,10.4,20.0,7.0,0.0,0.0,51.29898714923073,12.0,1.2142857142857142,-0.2857142857142857,3,0
2020,1,OCO,8,14,-6,2.70805020110221,0.0,20.0,11.976190476190476,20.0,20.0,20.0,0.0,0.0,32.432125027485995,20.0,0.0,0.0,3,0
2020,1,GIO,9,18,-9,2.9444389791664403,0.0,13.857142857142858,12.738095238095237,12.6,20.0,10.0,0.0,0.0,37.50654413938204,11.666666666666666,1.119047619047619,-0.047619047619047616,3,0
2020,1,VET,10,11,-1,2.4849066497880004,0.047619047619047616,6.428571428571429,6.0,9.2,20.0,4.0,0.0,0.0,14.909439898728003,14.0,0.42857142857142855,-2.1904761904761907,3,0
2020,1,LAT,11,20,-9,3.044522437723423,0.0,20.0,16.404761904761905,20.0,20.0,20.0,0.0,0.0,49.94466570455806,20.0,0.0,0.0,3,0
2020,1,KVY,12,13,-1,2.6390573296152584,0.0,11.857142857142858,20.0,10.4,20.0,17.0,0.0,0.0,52.78114659230517,10.333333333333334,0.35714285714285715,1.5238095238095237,3,0
2020,1,ALB,13,4,9,1.6094379124341003,0.0,9.333333333333334,6.261904761904762,6.8,20.0,15.0,0.0,0.0,10.078146927861152,8.333333333333334,-0.30952380952380953,-0.09523809523809523,3,0
2020,1,RAI,14,19,-5,2.995732273553991,0.0,11.619047619047619,12.738095238095237,11.8,20.0,9.0,0.0,0.0,38.15992300836631,9.333333333333334,-1.119047619047619,-1.0952380952380953,3,0
2020,1,RUS,15,17,-2,2.8903717578961645,0.0,15.80952380952381,16.404761904761905,15.6,20.0,18.0,0.0,0.0,47.4158605045347,15.333333333333334,-0.5952380952380952,0.9523809523809523,3,0
2020,1,GRO,16,15,1,2.772588722239781,0.0,15.047619047619047,14.404761904761905,14.6,20.0,16.0,0.0,0.0,39.93848040369209,14.333333333333334,0.6428571428571429,-3.4761904761904763,3,0
2020,1,MAG,17,16,1,2.833213344056216,0.0,13.761904761904763,14.404761904761905,14.6,20.0,19.0,0.0,0.0,40.811763646524064,14.333333333333334,-0.6428571428571429,-2.8095238095238093,3,0
2020,1,STR,18,9,9,2.302585092994046,0.0,12.761904761904763,11.785714285714286,14.6,20.0,14.0,0.0,0.0,27.137610024572684,17.333333333333332,0.9761904761904762,2.5238095238095237,3,0
2020,1,RIC,19,10,9,2.3978952727983707,0.0,12.142857142857142,11.976190476190476,10.0,20.0,12.0,0.0,0.0,28.71765052899001,7.666666666666667,0.16666666666666666,-1.5238095238095237,3,0
2020,1,VER,20,2,18,1.0986122886681098,0.14285714285714285,5.0,6.261904761904762,6.0,20.0,1.0,0.0,0.0,6.879405521897925,2.0,-1.2619047619047619,-0.2857142857142857,3,0
2020,2,HAM,1,1,0,0.6931471805599453,0.5,2.4545454545454546,3.2045454545454546,3.0,20.0,20.0,0.0,0.0,2.22122164679437,4.0,-0.75,0.0,31,0
2020,2,BOT,2,4,-2,1.6094379124341003,0.22727272727272727,3.9545454545454546,3.2045454545454546,5.8,20.0,20.0,0.0,0.0,5.157516946663821,8.333333333333334,0.75,-0.36363636363636365,31,0
2020,2,VER,3,2,1,1.0986122886681098,0.13636363636363635,5.681818181818182,6.7272727272727275,6.4,20.0,20.0,0.0,0.0,7.390664487403648,7.666666666666667,-1.0454545454545454,-1.0909090909090908,31,0
2020,2,ALB,4,6,-2,1.9459101490553132,0.0,9.5,6.7272727272727275,8.6,20.0,20.0,0.0,0.0,13.090668275463017,11.0,-0.45454545454545453,-0.5,31,0
2020,2,NOR,5,9,-4,2.302585092994046,0.0,10.954545454545455,10.386363636363637,9.2,20.0,20.0,0.0,0.0,23.91548607950634,6.333333333333333,0.5681818181818182,-1.9090909090909092,31,0
2020,2,PER,6,17,-11,2.8903717578961645,0.0,10.590909090909092,11.795454545454545,7.8,20.0,20.0,0.0,0.0,34.093248689729755,7.333333333333333,-1.2045454545454546,1.3636363636363635,31,0
2020,2,STR,7,12,-5,2.5649493574615367,0.0,13.0,11.795454545454545,16.4,20.0,20.0,0.0,0.0,30.254743557330396,19.0,1.2045454545454546,2.0,31,0
2020,2,RIC,8,8,0,2.1972245773362196,0.0,12.454545454545455,12.045454545454545,10.0,20.0,20.0,0.0,0.0,26.466568772459006,12.0,0.4090909090909091,-1.8636363636363635,31,0
2020,2,SAI,9,3,6,1.3862943611198906,0.0,9.818181818181818,10.386363636363637,7.8,20.0,20.0,0.0,0.0,14.39855734163159,6.0,-0.5681818181818182,0.36363636363636365,31,0
2020,2,KVY,10,13,-3,2.6390573296152584,0.0,11.863636363636363,9.5,10.8,20.0,20.0,0.0,0.0,25.071044631344954,10.333333333333334,0.45454545454545453,1.5,31,0
2020,2,RAI,11,16,-5,2.833213344056216,0.0,11.727272727272727,12.681818181818182,12.2,20.0,20.0,0.0,0.0,35.93029649962202,10.333333333333334,-0.9545454545454546,-0.8181818181818182,31,0
2020,2,MAG,12,15,-3,2.772588722239781,0.0,13.909090909090908,14.5,15.0,20.0,20.0,0.0,0.0,40.20253647247683,14.0,-0.5909090909090909,-2.727272727272727,31,0
2020,2,GRO,13,0,13,0.0,0.0,15.090909090909092,14.5,15.2,20.0,20.0,0.0,0.0,0.0,14.666666666666666,0.5909090909090909,-3.3636363636363638,31,0
2020,2,GIO,14,19,-5,2.995732273553991,0.0,13.636363636363637,12.681818181818182,11.6,20.0,20.0,0.0,0.0,37.99133201461652,10.0,0.9545454545454546,0.36363636363636365,31,0
2020,2,GAS,15,7,8,2.0794415416798357,0.0,9.227272727272727,9.5,10.4,20.0,20.0,0.0,0.0,19.75469464595844,9.0,1.0454545454545454,-0.045454545454545456,31,0
2020,2,RUS,16,11,5,2.4849066497880004,0.0,15.772727272727273,16.25,15.4,20.0,20.0,0.0,0.0,40.379733059055006,14.666666666666666,-0.4772727272727273,1.0,31,0
2020,2,LAT,17,18,-1,2.9444389791664403,0.0,11.0,16.25,11.0,20.0,20.0,0.0,0.0,47.84713341145466,11.0,-2.0,9.0,31,0
2020,2,OCO,18,5,13,1.791759469228055,0.0,8.0,12.045454545454545,8.0,20.0,20.0,0.0,0.0,21.582557242974296,8.0,-5.5,6.0,31,0
2020,2,LEC,19,14,5,2.70805020110221,0.09090909090909091,5.409090909090909,6.0,6.2,20.0,20.0,0.0,0.0,16.24830120661326,7.666666666666667,-0.5909090909090909,-1.0,31,0
2020,2,VET,20,10,10,2.3978952727983707,0.045454545454545456,6.590909090909091,6.0,10.8,20.0,20.0,0.0,0.0,14.387371636790224,10.666666666666666,0.5909090909090909,-2.0454545454545454,31,0
2020,3,HAM,1,1,0,0.6931471805599453,0.5217391304347826,2.391304347826087,3.130434782608696,3.0,20.0,1.0,0.0,0.0,2.1698520434920026,2.0,-0.7391304347826086,0.0,16,0
2020,3,VER,2,7,-5,2.0794415416798357,0.13043478260869565,5.565217391304348,6.586956521739131,5.8,20.0,2.0,0.0,0.0,13.697191024543267,8.333333333333334,-1.0217391304347827,-1.0869565217391304,16,0
2020,3,BOT,3,2,1,1.0986122886681098,0.21739130434782608,3.869565217391304,3.130434782608696,5.6,20.0,8.0,0.0,0.0,3.439134121047996,2.3333333333333335,0.7391304347826086,-0.2608695652173913,16,0
2020,3,STR,4,3,1,1.3862943611198906,0.0,12.73913043478261,11.565217391304348,15.4,20.0,17.0,0.0,0.0,16.032795654690908,15.0,1.173913043478261,2.130434782608696,16,0
2020,3,ALB,5,13,-8,2.6390573296152584,0.0,9.26086956521739,6.586956521739131,8.4,20.0,10.0,0.0,0.0,17.383355888552682,7.666666666666667,-0.41304347826086957,-0.391304347826087,16,0
2020,3,VET,6,5,1,1.791759469228055,0.043478260869565216,7.173913043478261,6.586956521739131,14.4,20.0,3.0,0.0,0.0,11.80224172121958,11.666666666666666,0.5869565217391305,-2.391304347826087,16,0
2020,3,PER,7,4,3,1.6094379124341003,0.0,10.391304347826088,11.565217391304348,7.6,20.0,11.0,0.0,0.0,18.61349933510742,6.333333333333333,-1.173913043478261,1.7826086956521738,16,0
2020,3,RIC,8,11,-3,2.4849066497880004,0.0,12.26086956521739,12.08695652173913,10.0,20.0,14.0,0.0,0.0,30.034958636568007,12.666666666666666,0.17391304347826086,-1.7826086956521738,16,0
2020,3,SAI,9,9,0,2.302585092994046,0.0,9.782608695652174,10.23913043478261,7.0,20.0,5.0,0.0,0.0,23.57646910435208,8.0,-0.45652173913043476,0.08695652173913043,16,0
2020,3,MAG,10,0,10,0.0,0.0,13.826086956521738,14.41304347826087,14.4,20.0,13.0,0.0,0.0,0.0,14.333333333333334,-0.5869565217391305,-2.4782608695652173,16,0
2020,3,LEC,11,6,5,1.9459101490553132,0.08695652173913043,6.0,6.586956521739131,9.2,20.0,4.0,0.0,0.0,12.81762554703826,8.0,-0.5869565217391305,-1.173913043478261,16,0
2020,3,KVY,12,17,-5,2.8903717578961645,0.0,11.782608695652174,11.0,10.6,20.0,15.0,0.0,0.0,31.79408933685781,10.333333333333334,0.32608695652173914,1.565217391304348,16,0
2020,3,NOR,13,8,5,2.1972245773362196,0.0,10.695652173913043,10.23913043478261,6.2,20.0,9.0,0.0,0.0,22.49766904185564,5.333333333333333,0.45652173913043476,-1.6521739130434783,16,0
2020,3,OCO,14,14,0,2.70805020110221,0.0,13.0,12.08695652173913,13.0,20.0,20.0,0.0,0.0,32.73208503940932,13.0,-0.25,-3.5,16,0
2020,3,RAI,15,20,-5,3.044522437723423,0.0,11.695652173913043,12.673913043478262,10.6,20.0,7.0,0.0,0.0,38.58601263462513,12.666666666666666,-0.9782608695652174,-0.5652173913043478,16,0
2020,3,GRO,16,0,16,0.0,0.0,15.0,14.41304347826087,14.4,20.0,20.0,0.0,0.0,0.0,14.666666666666666,0.5869565217391305,-3.782608695652174,16,0
2020,3,GIO,17,19,-2,2.995732273553991,0.0,13.652173913043478,12.673913043478262,11.6,20.0,18.0,0.0,0.0,37.96765033656471,13.0,0.9782608695652174,0.5652173913043478,16,0
2020,3,RUS,18,12,6,2.5649493574615367,0.0,15.782608695652174,16.26086956521739,15.4,20.0,16.0,0.0,0.0,41.708306943070205,16.0,-0.4782608695652174,0.7391304347826086,16,0
2020,3,LAT,19,15,4,2.772588722239781,0.0,14.0,16.26086956521739,14.0,20.0,20.0,0.0,0.0,45.08470357033383,14.0,-0.75,5.0,16,0
2020,3,GAS,20,10,10,2.3978952727983707,0.0,9.478260869565217,11.0,11.6,20.0,6.0,0.0,0.0,26.376848000782076,13.333333333333334,1.108695652173913,-0.391304347826087,16,0
2020,4,HAM,1,1,0,0.6931471805599453,0.5416666666666666,2.3333333333333335,3.0833333333333335,2.8,20.0,1.0,2.0,0.0,2.137203806726498,2.0,-0.75,0.0,8,0
2020,4,VER,2,3,-1,1.3862943611198906,0.125,5.416666666666667,6.458333333333333,5.6,20.0,5.0,2.0,0.0,8.953151082232626,8.333333333333334,-1.0416666666666667,-0.8333333333333334,8,0
2020,4,LEC,3,4,-1,1.6094379124341003,0.08333333333333333,6.208333333333333,6.666666666666667,10.6,20.0,3.0,2.0,0.0,10.729586082894002,10.666666666666666,-0.4583333333333333,-1.3333333333333333,8,0
2020,4,RIC,4,8,-4,2.1972245773362196,0.0,12.083333333333334,12.041666666666666,10.4,20.0,7.0,2.0,0.0,26.45824595209031,11.666666666666666,0.041666666666666664,-1.5833333333333333,8,0
2020,4,NOR,5,5,0,1.791759469228055,0.0,10.791666666666666,10.270833333333334,7.4,20.0,11.0,2.0,0.0,18.40286288186315,7.0,0.5208333333333334,-1.7916666666666667,8,0
